"NombreMunicipio","CodigoMunicipio","Ubicacion","NombreRegion","CodigoRegion","Año","NumeroCasos","TasaXMilHabitantes"
"Salgar","05642","POINT (-75.979184 5.963438)","SUROESTE","8","2014","102","5.5"
"San Andrés de Cuerquia","05647","POINT (-75.67649 6.914739)","NORTE","5","2014","30","4.1"
"San Carlos","05649","POINT (-74.992086 6.188726)","ORIENTE","7","2014","57","3.3"
"San Francisco","05652","POINT (-75.102069 5.964854)","ORIENTE","7","2014","29","5.1"
"San Jerónimo","05656","POINT (-75.72792 6.442677)","OCCIDENTE","6","2014","71","4.8"
"San José de La Montaña","05658","POINT (-75.683472 6.848958)","NORTE","5","2014","11","3.1"
"San Juan de Urabá","05659","POINT (-76.524538 8.766496)","URABA","9","2014","83","4.4"
"San Luis","05660","POINT (-74.994436 6.042772)","ORIENTE","7","2014","75","5.7"
"San Pedro de Los Milagros","05664","POINT (-75.555959 6.461815)","NORTE","5","2014","121","5.8"
"San Pedro de Urabá","05665","POINT (-76.382921 8.277916)","URABA","9","2014","95","3.2"
"San Rafael","05667","POINT (-75.028257 6.295426)","ORIENTE","7","2014","66","4.2"
"San Roque","05670","POINT (-75.019485 6.485044)","NORDESTE","4","2014","86","4.1"
"San Vicente","05674","POINT (-75.331782 6.282678)","ORIENTE","7","2014","104","4.8"
"Santa Bárbara","05679","POINT (-75.568167 5.874215)","SUROESTE","8","2014","133","4.9"
"Santa Fe de Antioquia","05042","POINT (-75.827742 6.556455)","OCCIDENTE","6","2014","113","4.5"
"Santa Rosa de Osos","05686","POINT (-75.460696 6.648965)","NORTE","5","2014","145","4.2"
"Santo Domingo","05690","POINT (-75.164398 6.471292)","NORDESTE","4","2014","48","3.8"
"Segovia","05736","POINT (-75.164407 6.471289)","NORDESTE","4","2014","152","4.3"
"Sonsón","05756","POINT (-75.31098 5.709254)","ORIENTE","7","2014","202","5.5"
"Sopetrán","05761","POINT (-75.742487 6.500955)","OCCIDENTE","6","2014","88","6"
"Támesis","05789","POINT (-75.712508 5.662788)","SUROESTE","8","2014","93","5.5"
"Tarazá","05790","POINT (-75.39983 7.58049)","BAJO CAUCA","2","2014","150","6"
"Tarso","05792","POINT (-75.82213 5.865469)","SUROESTE","8","2014","28","4.5"
"Titiribí","05809","POINT (-75.793717 6.063419)","SUROESTE","8","2014","67","6"
"Toledo","05819","POINT (-75.691555 7.01096)","NORTE","5","2014","21","4.1"
"Turbo","05837","POINT (-76.728476 8.095151)","URABA","9","2014","436","3.7"
"Uramita","05842","POINT (-76.266639 7.001396)","OCCIDENTE","6","2014","21","3"
"Urrao","05847","POINT (-76.134557 6.317018)","SUROESTE","8","2014","130","4.4"
"Valdivia","05854","POINT (-75.391627 7.292119)","NORTE","5","2014","49","3.6"
"Valparaíso","05856","POINT (-75.62448 5.616356)","SUROESTE","8","2014","38","5.5"
"Vegachí","05858","POINT (-74.798745 6.77151)","NORDESTE","4","2014","63","5.3"
"Venecia","05861","POINT (-75.733897 5.963555)","SUROESTE","8","2014","50","4.3"
"Vigía del Fuerte","05873","POINT (-76.896085 6.589081)","URABA","9","2014","26","3"
"Yalí","05885","POINT (-74.842107 6.675328)","NORDESTE","4","2014","30","4"
"Yarumal","05887","POINT (-75.416733 6.963321)","NORTE","5","2014","211","5.2"
"Yolombó","05890","POINT (-75.01183 6.59926)","NORDESTE","4","2014","99","4.5"
"Yondó","05893","POINT (-73.909599 7.007398)","MAGDALENA MEDIO","3","2014","59","3.4"
"Zaragoza","05895","POINT (-74.868261 7.492548)","BAJO CAUCA","2","2014","125","5.2"
"Abejorral","05002","POINT (-75.427045 5.79145)","ORIENTE","7","2015","103","5"
"Abriaquí","05004","POINT (-76.064563 6.63197)","OCCIDENTE","6","2015","7","2.7"
"Alejandría","05021","POINT (-75.141258 6.376923)","ORIENTE","7","2015","23","4.9"
"Amagá","05030","POINT (-75.703216 6.04063)","SUROESTE","8","2015","160","5.5"
"Amalfi","05031","POINT (-75.075028 6.907385)","NORDESTE","4","2015","128","5.1"
"Andes","05034","POINT (-75.877699 5.655629)","SUROESTE","8","2015","227","5.3"
"Angelópolis","05036","POINT (-75.710262 6.111531)","SUROESTE","8","2015","31","5.3"
"Angostura","05038","POINT (-75.334973 6.885789)","NORTE","5","2015","51","4.4"
"Anorí","05040","POINT (-75.145827 7.073577)","NORDESTE","4","2015","69","3.9"
"Anzá","05044","POINT (-75.854027 6.303405)","OCCIDENTE","6","2015","44","6.3"
"Apartadó","05045","POINT (-76.630692 7.887047)","URABA","9","2015","425","3.8"
"Arboletes","05051","POINT (-76.427353 8.852936)","URABA","9","2015","81","2.8"
"Argelia","05055","POINT (-75.142821 5.731236)","ORIENTE","7","2015","34","4.2"
"Armenia","05059","POINT (-75.787666 6.156497)","OCCIDENTE","6","2015","26","4.9"
"Barbosa","05079","POINT (-75.331286 6.437248)","VALLE DE ABURRA","1","2015","253","5.1"
"Bello","05088","POINT (-75.558281 6.334985)","VALLE DE ABURRA","1","2015","1809","3.7"
"Belmira","05086","POINT (-75.667252 6.606713)","NORTE","5","2015","17","2.9"
"Betania","05091","POINT (-75.976261 5.745292)","SUROESTE","8","2015","53","5"
"Betulia","05093","POINT (-75.984594 6.113454)","SUROESTE","8","2015","84","5.4"
"Briceño","05107","POINT (-75.551532 7.110465)","NORTE","5","2015","46","5.7"
"Buriticá","05113","POINT (-75.907102 6.719872)","OCCIDENTE","6","2015","32","3.5"
"Cáceres","05120","POINT (-75.347874 7.582281)","BAJO CAUCA","2","2015","136","4.9"
"Caicedo","05125","POINT (-75.982545 6.406072)","OCCIDENTE","6","2015","32","3.9"
"Caldas","05129","POINT (-75.635534 6.09199)","VALLE DE ABURRA","1","2015","392","5.2"
"Campamento","05134","POINT (-75.29634 6.979113)","NORTE","5","2015","46","5"
"Cañasgordas","05138","POINT (-76.025603 6.749957)","OCCIDENTE","6","2015","73","4.6"
"Caracolí","05142","POINT (-74.756712 6.410876)","MAGDALENA MEDIO","3","2015","35","7.3"
"Caramanta","05145","POINT (-75.644483 5.548681)","SUROESTE","8","2015","24","4.8"
"Carepa","05147","POINT (-76.655568 7.755937)","URABA","9","2015","162","3.6"
"Carolina","05150","POINT (-75.281494 6.723626)","NORTE","5","2015","26","6.6"
"Caucasia","05154","POINT (-75.197397 7.989436)","BAJO CAUCA","2","2015","398","4.7"
"Chigorodó","05172","POINT (-76.685044 7.672652)","URABA","9","2015","224","4.2"
"Cisneros","05190","POINT (-75.087684 6.538526)","NORDESTE","4","2015","93","9.7"
"Ciudad Bolívar","05101","POINT (-76.020994 5.850015)","SUROESTE","8","2015","174","6.7"
"Cocorná","05197","POINT (-75.185273 6.057769)","ORIENTE","7","2015","68","4.2"
"Concepción","05206","POINT (-75.259425 6.394975)","ORIENTE","7","2015","23","4.7"
"Concordia","05209","POINT (-75.907256 6.046154)","SUROESTE","8","2015","111","5.3"
"Copacabana","05212","POINT (-75.508181 6.346097)","VALLE DE ABURRA","1","2015","341","4.6"
"Dabeiba","05234","POINT (-76.266682 7.001567)","OCCIDENTE","6","2015","91","4"
"Donmatías","05237","POINT (-75.394608 6.486305)","NORTE","5","2015","63","3.5"
"Ebéjico","05240","POINT (-75.768514 6.326468)","OCCIDENTE","6","2015","66","5.4"
"El Bagre","05250","POINT (-74.812977 7.60005)","BAJO CAUCA","2","2015","202","4.2"
"El Carmen de Viboral","05148","POINT (-75.335351 6.083283)","ORIENTE","7","2015","176","3.1"
"El Peñol","05541","POINT (-75.161743 6.234274)","ORIENTE","7","2015","92","4.6"
"El Retiro","05607","POINT (-75.502683 6.057336)","ORIENTE","7","2015","79","3.6"
"El Santuario","05697","POINT (-75.265676 6.139528)","ORIENTE","7","2015","142","4.2"
"Entrerríos","05264","POINT (-75.517037 6.567385)","NORTE","5","2015","41","3.9"
"Envigado","05266","POINT (-75.587333 6.16996)","VALLE DE ABURRA","1","2015","1061","4.9"
"Fredonia","05282","POINT (-75.671749 5.927145)","SUROESTE","8","2015","126","5.2"
"Frontino","05284","POINT (-76.128568 6.77975)","OCCIDENTE","6","2015","94","4.5"
"Giraldo","05306","POINT (-75.953365 6.680421)","OCCIDENTE","6","2015","25","4.7"
"Girardota","05308","POINT (-75.446101 6.377536)","VALLE DE ABURRA","1","2015","215","4.4"
"Gómez Plata","05310","POINT (-75.219375 6.681523)","NORTE","5","2015","67","6.9"
"Granada","05313","POINT (-75.18443 6.14432)","ORIENTE","7","2015","44","4"
"Guadalupe","05315","POINT (-75.240458 6.814987)","NORTE","5","2015","24","3.7"
"Guarne","05318","POINT (-75.442619 6.279958)","ORIENTE","7","2015","192","3.7"
"Guatapé","05321","POINT (-75.161723 6.234276)","ORIENTE","7","2015","37","4.7"
"Heliconia","05347","POINT (-75.733349 6.207128)","OCCIDENTE","6","2015","27","4.8"
"Hispania","05353","POINT (-75.907416 5.799621)","SUROESTE","8","2015","27","5"
"Itagüí","05360","POINT (-75.609585 6.172619)","VALLE DE ABURRA","1","2015","1125","4.3"
"Ituango","05361","POINT (-75.764081 7.172568)","NORTE","5","2015","106","4"
"Jardín","05364","POINT (-75.819483 5.599097)","SUROESTE","8","2015","105","7.3"
"Jericó","05368","POINT (-75.786118 5.791557)","SUROESTE","8","2015","47","3.4"
"La Ceja","05376","POINT (-75.431681 6.030682)","ORIENTE","7","2015","283","4.6"
"La Estrella","05380","POINT (-75.643382 6.157644)","VALLE DE ABURRA","1","2015","270","4"
"La Pintada","05390","POINT (-75.606525 5.747143)","SUROESTE","8","2015","48","5.7"
"La Unión","05400","POINT (-75.361241 5.973832)","ORIENTE","7","2015","79","3.8"
"Liborina","05411","POINT (-75.811313 6.67786)","OCCIDENTE","6","2015","37","3.7"
"Maceo","05425","POINT (-74.673429 6.530691)","MAGDALENA MEDIO","3","2015","51","6.1"
"Marinilla","05440","POINT (-75.334772 6.173718)","ORIENTE","7","2015","224","3.7"
"Medellín","05001","POINT (-75.564739 6.253104)","VALLE DE ABURRA","1","2015","12852","5.5"
"Montebello","05467","POINT (-75.524621 5.945694)","SUROESTE","8","2015","55","8"
"Murindó","05475","POINT (-76.82131 6.981328)","URABA","9","2015","10","2.2"
"Mutatá","05480","POINT (-76.436928 7.245319)","URABA","9","2015","73","5.4"
"Nariño","05483","POINT (-75.176323 5.609727)","ORIENTE","7","2015","56","5.3"
"Nechí","05495","POINT (-74.775013 8.095003)","BAJO CAUCA","2","2015","52","2.1"
"Necoclí","05490","POINT (-76.786829 8.424299)","URABA","9","2015","150","3.7"
"Olaya","05501","POINT (-75.81238 6.628142)","OCCIDENTE","6","2015","8","2.6"
"Peque","05543","POINT (-75.908927 7.021696)","OCCIDENTE","6","2015","25","3.1"
"Pueblorrico","05576","POINT (-75.841914 5.790844)","SUROESTE","8","2015","37","4.2"
"Puerto Berrío","05579","POINT (-74.402022 6.490753)","MAGDALENA MEDIO","3","2015","191","5"
"Puerto Nare","05585","POINT (-74.581675 6.187952)","MAGDALENA MEDIO","3","2015","63","4.4"
"Puerto Triunfo","05591","POINT (-74.640079 5.87335)","MAGDALENA MEDIO","3","2015","68","4"
"Remedios","05604","POINT (-74.69368 7.02808)","NORDESTE","4","2015","114","4.2"
"Rionegro","05615","POINT (-75.373872 6.153548)","ORIENTE","7","2015","571","4.5"
"Sabanalarga","05628","POINT (-75.818245 6.850482)","OCCIDENTE","6","2015","17","1.9"
"Sabaneta","05631","POINT (-75.615491 6.15156)","VALLE DE ABURRA","1","2015","296","3.9"
"Salgar","05642","POINT (-75.979184 5.963438)","SUROESTE","8","2015","192","10.4"
"San Andrés de Cuerquia","05647","POINT (-75.67649 6.914739)","NORTE","5","2015","32","4.4"
"San Carlos","05649","POINT (-74.992086 6.188726)","ORIENTE","7","2015","64","3.8"
"San Francisco","05652","POINT (-75.102069 5.964854)","ORIENTE","7","2015","36","6.3"
"San Jerónimo","05656","POINT (-75.72792 6.442677)","OCCIDENTE","6","2015","83","5.6"
"San José de La Montaña","05658","POINT (-75.683472 6.848958)","NORTE","5","2015","15","4.2"
"San Juan de Urabá","05659","POINT (-76.524538 8.766496)","URABA","9","2015","79","4.2"
"San Luis","05660","POINT (-74.994436 6.042772)","ORIENTE","7","2015","72","5.5"
"San Pedro de Los Milagros","05664","POINT (-75.555959 6.461815)","NORTE","5","2015","102","4.9"
"San Pedro de Urabá","05665","POINT (-76.382921 8.277916)","URABA","9","2015","88","3"
"San Rafael","05667","POINT (-75.028257 6.295426)","ORIENTE","7","2015","82","5.2"
"San Roque","05670","POINT (-75.019485 6.485044)","NORDESTE","4","2015","96","4.5"
"San Vicente","05674","POINT (-75.331782 6.282678)","ORIENTE","7","2015","78","3.6"
"Santa Bárbara","05679","POINT (-75.568167 5.874215)","SUROESTE","8","2015","153","5.7"
"Santa Fe de Antioquia","05042","POINT (-75.827742 6.556455)","OCCIDENTE","6","2015","145","5.7"
"Santa Rosa de Osos","05686","POINT (-75.460696 6.648965)","NORTE","5","2015","157","4.5"
"Santo Domingo","05690","POINT (-75.164398 6.471292)","NORDESTE","4","2015","51","4"
"Segovia","05736","POINT (-75.164407 6.471289)","NORDESTE","4","2015","179","5"
"Sonsón","05756","POINT (-75.31098 5.709254)","ORIENTE","7","2015","178","4.9"
"Sopetrán","05761","POINT (-75.742487 6.500955)","OCCIDENTE","6","2015","93","6.3"
"Támesis","05789","POINT (-75.712508 5.662788)","SUROESTE","8","2015","92","5.6"
"Tarazá","05790","POINT (-75.39983 7.58049)","BAJO CAUCA","2","2015","148","5.8"
"Tarso","05792","POINT (-75.82213 5.865469)","SUROESTE","8","2015","46","7.4"
"Titiribí","05809","POINT (-75.793717 6.063419)","SUROESTE","8","2015","68","6.2"
"Toledo","05819","POINT (-75.691555 7.01096)","NORTE","5","2015","26","5.1"
"Turbo","05837","POINT (-76.728476 8.095151)","URABA","9","2015","550","4.6"
"Uramita","05842","POINT (-76.266639 7.001396)","OCCIDENTE","6","2015","31","4.4"
"Urrao","05847","POINT (-76.134557 6.317018)","SUROESTE","8","2015","150","5.1"
"Valdivia","05854","POINT (-75.391627 7.292119)","NORTE","5","2015","62","4.5"
"Valparaíso","05856","POINT (-75.62448 5.616356)","SUROESTE","8","2015","31","4.5"
"Vegachí","05858","POINT (-74.798745 6.77151)","NORDESTE","4","2015","53","4.5"
"Venecia","05861","POINT (-75.733897 5.963555)","SUROESTE","8","2015","48","4.1"
"Vigía del Fuerte","05873","POINT (-76.896085 6.589081)","URABA","9","2015","13","1.5"
"Yalí","05885","POINT (-74.842107 6.675328)","NORDESTE","4","2015","32","4.2"
"Yarumal","05887","POINT (-75.416733 6.963321)","NORTE","5","2015","213","5.3"
"Yolombó","05890","POINT (-75.01183 6.59926)","NORDESTE","4","2015","81","3.6"
"Yondó","05893","POINT (-73.909599 7.007398)","MAGDALENA MEDIO","3","2015","75","4.2"
"Zaragoza","05895","POINT (-74.868261 7.492548)","BAJO CAUCA","2","2015","112","4.6"
"Abejorral","05002","POINT (-75.427045 5.79145)","ORIENTE","7","2016","129","6.3"
"Abriaquí","05004","POINT (-76.064563 6.63197)","OCCIDENTE","6","2016","12","4.6"
"Alejandría","05021","POINT (-75.141258 6.376923)","ORIENTE","7","2016","24","5.2"
"Amagá","05030","POINT (-75.703216 6.04063)","SUROESTE","8","2016","161","5.5"
"Amalfi","05031","POINT (-75.075028 6.907385)","NORDESTE","4","2016","95","3.8"
"Andes","05034","POINT (-75.877699 5.655629)","SUROESTE","8","2016","245","5.7"
"Angelópolis","05036","POINT (-75.710262 6.111531)","SUROESTE","8","2016","37","6.4"
"Angostura","05038","POINT (-75.334973 6.885789)","NORTE","5","2016","45","3.9"
"Anorí","05040","POINT (-75.145827 7.073577)","NORDESTE","4","2016","60","3.4"
"Anzá","05044","POINT (-75.854027 6.303405)","OCCIDENTE","6","2016","35","5"
"Apartadó","05045","POINT (-76.630692 7.887047)","URABA","9","2016","428","3.7"
"Arboletes","05051","POINT (-76.427353 8.852936)","URABA","9","2016","77","2.7"
"Argelia","05055","POINT (-75.142821 5.731236)","ORIENTE","7","2016","29","3.7"
"Armenia","05059","POINT (-75.787666 6.156497)","OCCIDENTE","6","2016","31","5.9"
"Barbosa","05079","POINT (-75.331286 6.437248)","VALLE DE ABURRA","1","2016","238","4.7"
"Bello","05088","POINT (-75.558281 6.334985)","VALLE DE ABURRA","1","2016","2019","4"
"Belmira","05086","POINT (-75.667252 6.606713)","NORTE","5","2016","20","3.4"
"Betania","05091","POINT (-75.976261 5.745292)","SUROESTE","8","2016","56","5.3"
"Betulia","05093","POINT (-75.984594 6.113454)","SUROESTE","8","2016","92","6"
"Briceño","05107","POINT (-75.551532 7.110465)","NORTE","5","2016","40","5"
"Buriticá","05113","POINT (-75.907102 6.719872)","OCCIDENTE","6","2016","35","3.8"
"Cáceres","05120","POINT (-75.347874 7.582281)","BAJO CAUCA","2","2016","114","4.1"
"Caicedo","05125","POINT (-75.982545 6.406072)","OCCIDENTE","6","2016","33","4"
"Caldas","05129","POINT (-75.635534 6.09199)","VALLE DE ABURRA","1","2016","362","4.7"
"Campamento","05134","POINT (-75.29634 6.979113)","NORTE","5","2016","39","4.2"
"Cañasgordas","05138","POINT (-76.025603 6.749957)","OCCIDENTE","6","2016","71","4.5"
"Caracolí","05142","POINT (-74.756712 6.410876)","MAGDALENA MEDIO","3","2016","25","5.3"
"Caramanta","05145","POINT (-75.644483 5.548681)","SUROESTE","8","2016","33","6.7"
"Carepa","05147","POINT (-76.655568 7.755937)","URABA","9","2016","157","3.5"
"Carolina","05150","POINT (-75.281494 6.723626)","NORTE","5","2016","28","7.2"
"Caucasia","05154","POINT (-75.197397 7.989436)","BAJO CAUCA","2","2016","383","4.4"
"Chigorodó","05172","POINT (-76.685044 7.672652)","URABA","9","2016","266","4.8"
"Cisneros","05190","POINT (-75.087684 6.538526)","NORDESTE","4","2016","82","8.5"
"Ciudad Bolívar","05101","POINT (-76.020994 5.850015)","SUROESTE","8","2016","157","6"
"Cocorná","05197","POINT (-75.185273 6.057769)","ORIENTE","7","2016","90","5.7"
"Concepción","05206","POINT (-75.259425 6.394975)","ORIENTE","7","2016","16","3.3"
"Concordia","05209","POINT (-75.907256 6.046154)","SUROESTE","8","2016","112","5.3"
"Copacabana","05212","POINT (-75.508181 6.346097)","VALLE DE ABURRA","1","2016","389","5.2"
"Dabeiba","05234","POINT (-76.266682 7.001567)","OCCIDENTE","6","2016","85","3.7"
"Donmatías","05237","POINT (-75.394608 6.486305)","NORTE","5","2016","84","4.6"
"Ebéjico","05240","POINT (-75.768514 6.326468)","OCCIDENTE","6","2016","81","6.6"
"El Bagre","05250","POINT (-74.812977 7.60005)","BAJO CAUCA","2","2016","215","4.3"
"El Carmen de Viboral","05148","POINT (-75.335351 6.083283)","ORIENTE","7","2016","208","3.6"
"El Peñol","05541","POINT (-75.161743 6.234274)","ORIENTE","7","2016","104","5.1"
"El Retiro","05607","POINT (-75.502683 6.057336)","ORIENTE","7","2016","108","4.8"
"El Santuario","05697","POINT (-75.265676 6.139528)","ORIENTE","7","2016","154","4.5"
"Entrerríos","05264","POINT (-75.517037 6.567385)","NORTE","5","2016","47","4.3"
"Envigado","05266","POINT (-75.587333 6.16996)","VALLE DE ABURRA","1","2016","1147","5.2"
"Fredonia","05282","POINT (-75.671749 5.927145)","SUROESTE","8","2016","147","6.1"
"Frontino","05284","POINT (-76.128568 6.77975)","OCCIDENTE","6","2016","72","3.5"
"Giraldo","05306","POINT (-75.953365 6.680421)","OCCIDENTE","6","2016","27","5"
"Girardota","05308","POINT (-75.446101 6.377536)","VALLE DE ABURRA","1","2016","214","4.3"
"Gómez Plata","05310","POINT (-75.219375 6.681523)","NORTE","5","2016","54","5.6"
"Granada","05313","POINT (-75.18443 6.14432)","ORIENTE","7","2016","47","4.4"
"Guadalupe","05315","POINT (-75.240458 6.814987)","NORTE","5","2016","12","1.9"
"Guarne","05318","POINT (-75.442619 6.279958)","ORIENTE","7","2016","208","3.9"
"Guatapé","05321","POINT (-75.161723 6.234276)","ORIENTE","7","2016","37","4.6"
"Heliconia","05347","POINT (-75.733349 6.207128)","OCCIDENTE","6","2016","38","6.8"
"Hispania","05353","POINT (-75.907416 5.799621)","SUROESTE","8","2016","37","6.8"
"Itagüí","05360","POINT (-75.609585 6.172619)","VALLE DE ABURRA","1","2016","1212","4.6"
"Ituango","05361","POINT (-75.764081 7.172568)","NORTE","5","2016","89","3.3"
"Jardín","05364","POINT (-75.819483 5.599097)","SUROESTE","8","2016","85","5.9"
"Jericó","05368","POINT (-75.786118 5.791557)","SUROESTE","8","2016","74","5.4"
"La Ceja","05376","POINT (-75.431681 6.030682)","ORIENTE","7","2016","300","4.8"
"La Estrella","05380","POINT (-75.643382 6.157644)","VALLE DE ABURRA","1","2016","320","4.7"
"La Pintada","05390","POINT (-75.606525 5.747143)","SUROESTE","8","2016","72","8.6"
"La Unión","05400","POINT (-75.361241 5.973832)","ORIENTE","7","2016","162","7.8"
"Liborina","05411","POINT (-75.811313 6.67786)","OCCIDENTE","6","2016","44","4.4"
"Maceo","05425","POINT (-74.673429 6.530691)","MAGDALENA MEDIO","3","2016","49","5.9"
"Marinilla","05440","POINT (-75.334772 6.173718)","ORIENTE","7","2016","242","3.9"
"Medellín","05001","POINT (-75.564739 6.253104)","VALLE DE ABURRA","1","2016","13441","5.7"
"Montebello","05467","POINT (-75.524621 5.945694)","SUROESTE","8","2016","40","5.9"
"Murindó","05475","POINT (-76.82131 6.981328)","URABA","9","2016","9","1.9"
"Mutatá","05480","POINT (-76.436928 7.245319)","URABA","9","2016","108","7.9"
"Nariño","05483","POINT (-75.176323 5.609727)","ORIENTE","7","2016","53","5"
"Nechí","05495","POINT (-74.775013 8.095003)","BAJO CAUCA","2","2016","54","2.2"
"Necoclí","05490","POINT (-76.786829 8.424299)","URABA","9","2016","145","3.5"
"Olaya","05501","POINT (-75.81238 6.628142)","OCCIDENTE","6","2016","12","3.9"
"Peque","05543","POINT (-75.908927 7.021696)","OCCIDENTE","6","2016","24","3"
"Pueblorrico","05576","POINT (-75.841914 5.790844)","SUROESTE","8","2016","46","5.3"
"Puerto Berrío","05579","POINT (-74.402022 6.490753)","MAGDALENA MEDIO","3","2016","224","5.8"
"Puerto Nare","05585","POINT (-74.581675 6.187952)","MAGDALENA MEDIO","3","2016","74","5.1"
"Puerto Triunfo","05591","POINT (-74.640079 5.87335)","MAGDALENA MEDIO","3","2016","77","4.5"
"Remedios","05604","POINT (-74.69368 7.02808)","NORDESTE","4","2016","117","4.2"
"Rionegro","05615","POINT (-75.373872 6.153548)","ORIENTE","7","2016","585","4.5"
"Sabanalarga","05628","POINT (-75.818245 6.850482)","OCCIDENTE","6","2016","27","3"
"Sabaneta","05631","POINT (-75.615491 6.15156)","VALLE DE ABURRA","1","2016","334","4.3"
"Salgar","05642","POINT (-75.979184 5.963438)","SUROESTE","8","2016","101","5.5"
"San Andrés de Cuerquia","05647","POINT (-75.67649 6.914739)","NORTE","5","2016","37","5.1"
"San Carlos","05649","POINT (-74.992086 6.188726)","ORIENTE","7","2016","77","4.6"
"San Francisco","05652","POINT (-75.102069 5.964854)","ORIENTE","7","2016","28","5"
"San Jerónimo","05656","POINT (-75.72792 6.442677)","OCCIDENTE","6","2016","62","4.2"
"San José de La Montaña","05658","POINT (-75.683472 6.848958)","NORTE","5","2016","16","4.5"
"San Juan de Urabá","05659","POINT (-76.524538 8.766496)","URABA","9","2016","67","3.5"
"San Luis","05660","POINT (-74.994436 6.042772)","ORIENTE","7","2016","78","6"
"San Pedro de Los Milagros","05664","POINT (-75.555959 6.461815)","NORTE","5","2016","107","5"
"San Pedro de Urabá","05665","POINT (-76.382921 8.277916)","URABA","9","2016","102","3.4"
"San Rafael","05667","POINT (-75.028257 6.295426)","ORIENTE","7","2016","72","4.6"
"San Roque","05670","POINT (-75.019485 6.485044)","NORDESTE","4","2016","97","4.6"
"San Vicente","05674","POINT (-75.331782 6.282678)","ORIENTE","7","2016","94","4.3"
"Santa Bárbara","05679","POINT (-75.568167 5.874215)","SUROESTE","8","2016","160","6"
"Santa Fe de Antioquia","05042","POINT (-75.827742 6.556455)","OCCIDENTE","6","2016","166","6.5"
"Santa Rosa de Osos","05686","POINT (-75.460696 6.648965)","NORTE","5","2016","143","4.1"
"Santo Domingo","05690","POINT (-75.164398 6.471292)","NORDESTE","4","2016","37","3"
"Segovia","05736","POINT (-75.164407 6.471289)","NORDESTE","4","2016","200","5.5"
"Sonsón","05756","POINT (-75.31098 5.709254)","ORIENTE","7","2016","171","4.7"
"Sopetrán","05761","POINT (-75.742487 6.500955)","OCCIDENTE","6","2016","89","6"
"Támesis","05789","POINT (-75.712508 5.662788)","SUROESTE","8","2016","119","7.2"
"Tarazá","05790","POINT (-75.39983 7.58049)","BAJO CAUCA","2","2016","161","6.2"
"Tarso","05792","POINT (-75.82213 5.865469)","SUROESTE","8","2016","31","5"
"Titiribí","05809","POINT (-75.793717 6.063419)","SUROESTE","8","2016","56","5.1"
"Toledo","05819","POINT (-75.691555 7.01096)","NORTE","5","2016","33","6.5"
"Turbo","05837","POINT (-76.728476 8.095151)","URABA","9","2016","566","4.7"
"Uramita","05842","POINT (-76.266639 7.001396)","OCCIDENTE","6","2016","27","3.9"
"Urrao","05847","POINT (-76.134557 6.317018)","SUROESTE","8","2016","179","6"
"Valdivia","05854","POINT (-75.391627 7.292119)","NORTE","5","2016","113","8.3"
"Valparaíso","05856","POINT (-75.62448 5.616356)","SUROESTE","8","2016","51","7.6"
"Vegachí","05858","POINT (-74.798745 6.77151)","NORDESTE","4","2016","45","3.8"
"Venecia","05861","POINT (-75.733897 5.963555)","SUROESTE","8","2016","77","6.6"
"Vigía del Fuerte","05873","POINT (-76.896085 6.589081)","URABA","9","2016","15","1.7"
"Yalí","05885","POINT (-74.842107 6.675328)","NORDESTE","4","2016","29","3.8"
"Yarumal","05887","POINT (-75.416733 6.963321)","NORTE","5","2016","215","5.3"
"Yolombó","05890","POINT (-75.01183 6.59926)","NORDESTE","4","2016","110","4.9"
"Yondó","05893","POINT (-73.909599 7.007398)","MAGDALENA MEDIO","3","2016","64","3.5"
"Zaragoza","05895","POINT (-74.868261 7.492548)","BAJO CAUCA","2","2016","108","4.5"
"Abejorral","05002","POINT (-75.427045 5.79145)","ORIENTE","7","2017","118","5.8"
"Abriaquí","05004","POINT (-76.064563 6.63197)","OCCIDENTE","6","2017","11","4.1"
"Alejandría","05021","POINT (-75.141258 6.376923)","ORIENTE","7","2017","19","4.1"
"Amagá","05030","POINT (-75.703216 6.04063)","SUROESTE","8","2017","159","5.4"
"Amalfi","05031","POINT (-75.075028 6.907385)","NORDESTE","4","2017","94","3.7"
"Andes","05034","POINT (-75.877699 5.655629)","SUROESTE","8","2017","244","5.7"
"Angelópolis","05036","POINT (-75.710262 6.111531)","SUROESTE","8","2017","53","9.2"
"Angostura","05038","POINT (-75.334973 6.885789)","NORTE","5","2017","56","4.9"
"Anorí","05040","POINT (-75.145827 7.073577)","NORDESTE","4","2017","66","3.7"
"Anzá","05044","POINT (-75.854027 6.303405)","OCCIDENTE","6","2017","35","5"
"Apartadó","05045","POINT (-76.630692 7.887047)","URABA","9","2017","486","4.1"
"Arboletes","05051","POINT (-76.427353 8.852936)","URABA","9","2017","101","3.5"
"Argelia","05055","POINT (-75.142821 5.731236)","ORIENTE","7","2017","42","5.4"
"Armenia","05059","POINT (-75.787666 6.156497)","OCCIDENTE","6","2017","21","4"
"Barbosa","05079","POINT (-75.331286 6.437248)","VALLE DE ABURRA","1","2017","273","5.3"
"Bello","05088","POINT (-75.558281 6.334985)","VALLE DE ABURRA","1","2017","1986","3.9"
"Belmira","05086","POINT (-75.667252 6.606713)","NORTE","5","2017","33","5.5"
